"Notes"	"Underlying Cause of death"	"Underlying Cause of death Code"	"State"	"State Code"	"County"	"County Code"	"Place of Death"	"Place of Death Code"	Deaths	Population	Crude Rate
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Logan County, WV"	"54045"	"Other"	"7"	24	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"McDowell County, WV"	"54047"	"Medical Facility - Outpatient or ER"	"2"	11	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"McDowell County, WV"	"54047"	"Decedent's home"	"4"	17	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"McDowell County, WV"	"54047"	"Other"	"7"	16	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Marion County, WV"	"54049"	"Decedent's home"	"4"	16	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Mason County, WV"	"54053"	"Decedent's home"	"4"	10	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Mason County, WV"	"54053"	"Other"	"7"	11	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Mercer County, WV"	"54055"	"Medical Facility - Outpatient or ER"	"2"	35	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Mercer County, WV"	"54055"	"Decedent's home"	"4"	44	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Mercer County, WV"	"54055"	"Other"	"7"	14	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Mingo County, WV"	"54059"	"Medical Facility - Outpatient or ER"	"2"	12	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Mingo County, WV"	"54059"	"Decedent's home"	"4"	14	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Mingo County, WV"	"54059"	"Other"	"7"	13	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Monongalia County, WV"	"54061"	"Decedent's home"	"4"	18	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Ohio County, WV"	"54069"	"Decedent's home"	"4"	13	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Putnam County, WV"	"54079"	"Medical Facility - Outpatient or ER"	"2"	13	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Putnam County, WV"	"54079"	"Decedent's home"	"4"	20	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Putnam County, WV"	"54079"	"Other"	"7"	10	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Raleigh County, WV"	"54081"	"Medical Facility - Outpatient or ER"	"2"	41	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Raleigh County, WV"	"54081"	"Decedent's home"	"4"	82	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Raleigh County, WV"	"54081"	"Other"	"7"	43	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Wayne County, WV"	"54099"	"Decedent's home"	"4"	24	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Wayne County, WV"	"54099"	"Other"	"7"	17	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Wood County, WV"	"54107"	"Medical Facility - Outpatient or ER"	"2"	19	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Wood County, WV"	"54107"	"Decedent's home"	"4"	22	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Wood County, WV"	"54107"	"Other"	"7"	15	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Wyoming County, WV"	"54109"	"Decedent's home"	"4"	31	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"West Virginia"	"54"	"Wyoming County, WV"	"54109"	"Other"	"7"	24	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Wisconsin"	"55"	"Kenosha County, WI"	"55059"	"Decedent's home"	"4"	13	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"Decedent's home"	"4"	38	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Wisconsin"	"55"	"Milwaukee County, WI"	"55079"	"Other"	"7"	13	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Wisconsin"	"55"	"Walworth County, WI"	"55127"	"Decedent's home"	"4"	11	Not Applicable	Not Applicable
	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Wisconsin"	"55"	"Waukesha County, WI"	"55133"	"Decedent's home"	"4"	34	Not Applicable	Not Applicable
	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Colorado"	"08"	"El Paso County, CO"	"08041"	"Decedent's home"	"4"	13	Not Applicable	Not Applicable
	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Florida"	"12"	"Pasco County, FL"	"12101"	"Decedent's home"	"4"	17	Not Applicable	Not Applicable
	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Florida"	"12"	"Pinellas County, FL"	"12103"	"Decedent's home"	"4"	24	Not Applicable	Not Applicable
	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"Decedent's home"	"4"	12	Not Applicable	Not Applicable
	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Florida"	"12"	"Hernando County, FL"	"12053"	"Decedent's home"	"4"	10	Not Applicable	Not Applicable
	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Florida"	"12"	"Marion County, FL"	"12083"	"Decedent's home"	"4"	10	Not Applicable	Not Applicable
	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Florida"	"12"	"Miami-Dade County, FL"	"12086"	"Decedent's home"	"4"	11	Not Applicable	Not Applicable
	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Illinois"	"17"	"Cook County, IL"	"17031"	"Decedent's home"	"4"	11	Not Applicable	Not Applicable
	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"South Carolina"	"45"	"Greenville County, SC"	"45045"	"Decedent's home"	"4"	14	Not Applicable	Not Applicable
	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Washington"	"53"	"Spokane County, WA"	"53063"	"Decedent's home"	"4"	14	Not Applicable	Not Applicable
	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Wisconsin"	"55"	"Waukesha County, WI"	"55133"	"Decedent's home"	"4"	10	Not Applicable	Not Applicable
	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Decedent's home"	"4"	11	Not Applicable	Not Applicable
	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"Decedent's home"	"4"	22	Not Applicable	Not Applicable
	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Maryland"	"24"	"Anne Arundel County, MD"	"24003"	"Other"	"7"	26	Not Applicable	Not Applicable
	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"Medical Facility - Outpatient or ER"	"2"	15	Not Applicable	Not Applicable
	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"Decedent's home"	"4"	36	Not Applicable	Not Applicable
	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Maryland"	"24"	"Baltimore County, MD"	"24005"	"Other"	"7"	34	Not Applicable	Not Applicable
	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Maryland"	"24"	"Harford County, MD"	"24025"	"Decedent's home"	"4"	14	Not Applicable	Not Applicable
	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Maryland"	"24"	"Montgomery County, MD"	"24031"	"Other"	"7"	10	Not Applicable	Not Applicable
	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"Medical Facility - Outpatient or ER"	"2"	30	Not Applicable	Not Applicable
	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"Decedent's home"	"4"	37	Not Applicable	Not Applicable
	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"Other"	"7"	27	Not Applicable	Not Applicable
	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Missouri"	"29"	"St. Louis County, MO"	"29189"	"Decedent's home"	"4"	11	Not Applicable	Not Applicable
	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"New York"	"36"	"Erie County, NY"	"36029"	"Decedent's home"	"4"	17	Not Applicable	Not Applicable
	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Oregon"	"41"	"Multnomah County, OR"	"41051"	"Decedent's home"	"4"	13	Not Applicable	Not Applicable
	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Utah"	"49"	"Davis County, UT"	"49011"	"Decedent's home"	"4"	13	Not Applicable	Not Applicable
	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Utah"	"49"	"Salt Lake County, UT"	"49035"	"Medical Facility - Outpatient or ER"	"2"	13	Not Applicable	Not Applicable
	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Utah"	"49"	"Salt Lake County, UT"	"49035"	"Decedent's home"	"4"	84	Not Applicable	Not Applicable
	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Utah"	"49"	"Salt Lake County, UT"	"49035"	"Other"	"7"	21	Not Applicable	Not Applicable
	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Utah"	"49"	"Utah County, UT"	"49049"	"Decedent's home"	"4"	20	Not Applicable	Not Applicable
	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Arizona"	"04"	"Maricopa County, AZ"	"04013"	"Decedent's home"	"4"	10	Not Applicable	Not Applicable
	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"Decedent's home"	"4"	11	Not Applicable	Not Applicable
